Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
14,60326.07226,47240.759,48873.28143,55330.70986,45611.83239,48898.2542,40805.39836,46582.51546,39550.41965,40707.0005,65422.45938,58033.48404,73855.83069,51502.18593,57043.87474,66674.49542,61727.42883,76733.897,56664.12799,53580.08944,55563.1522,50986.82798,50263.17395,78907.79105,71763.43589,41963.48597,33730.74622,38154.6341,41019.46148,40272.85184,39916.79004,43723.7568,44537.78326,42730.2633,40899.8263,95063.23359,82994.90289,92234.67978,79448.58573,100315.1141,91188.63444,83111.55692,73904.63478,81380.55377,85696.19262,86823.34164,49794.06351,50180.35832,59898.24416,48524.40623,56246.80285,50191.79998,45332.10382,46702.35164,46268.22717,47481.25252,49898.37444,38691.49622,65334.98712,58191.23894,47407.38759,59123.44828,64010.85206,79851.89052,53495.58185,39506.09487,72700.5395,68464.6026,56261.82424,57154.6808,86713.65036,43050.78118,56515.7244,81398.27953,55225.15751,53381.88427,71608.02976,66530.20228,46292.98945,50688.94738,38542.73484,49502.02973
15,64675.66525,52175.04231,49963.42433,56363.699,41023.7556,49539.92386,42901.42315,49741.57746,40433.46824,41434.22187,65436.19249,59545.76814,76090.56169,50860.51071,54845.87841,67530.92703,63631.87463,76739.26477,58080.35679,60733.97589,54530.15792,54667.06329,49620.85194,78871.01614,72691.24121,41764.42697,34201.78426,38928.17601,41581.25673,42953.39755,44700.08196,44917.8797,44059.04282,38052.10486,41217.41333,100900.238,74502.64633,95122.50384,80994.96951,102335.5509,93983.32697,82504.83643,72948.28662,81761.33728,81779.22372,89084.63509,52337.73346,49478.10672,60145.69187,49251.63162,57309.83206,50894.05283,50936.52447,47316.12641,48532.18112,47845.62196,48449.20084,39213.51541,72266.5917,58904.93335,48681.92449,62909.33227,62206.53301,78551.46754,56318.91945,37179.72347,76691.62546,65669.90929,60247.57486,62245.22797,80096.5411,44602.5985,57186.9831,81398.28148,55940.93556,54824.94405,63558.25187,64741.7335,46585.98115,50688.94861,39261.71529,50510.06517
16,66013.25807,52660.9545,49999.19275,57743.90016,46696.08521,48729.01835,42183.35752,50575.79325,43903.30829,40816.47308,66525.73213,59664.4561,77073.70696,51357.42204,55544.55617,67530.92673,65436.1915,81720.12451,59167.13215,57939.27969,54518.70839,56873.41693,49972.78647,80682.56697,72756.10674,41873.63671,33874.74274,38427.40256,42662.92731,40251.8578,46017.71963,46130.85395,43251.58317,42617.43061,40717.82409,104823.7885,67230.42739,96316.32751,82887.2138,101336.5747,95718.28901,87975.02609,72294.82072,82766.13992,80637.31197,90883.22743,52439.49843,52818.39966,61612.4933,51010.49151,57309.82779,56022.82057,50680.59668,48951.34522,50532.04372,48221.71466,52500.73775,40347.93238,70390.70063,57494.62387,45431.1902,59980.137,63637.31126,77161.10742,56330.3639,37166.19669,78906.6456,64238.51826,62879.24135,64346.49985,79448.94705,47720.08586,58617.76139,78472.90856,55342.92344,54211.53076,63744.41343,67988.81374,46108.92905,49556.04321,38747.85498,49783.30169
17,60928.6295,51314.87565,52780.36036,58509.34002,46305.52319,49455.78393,41920.43681,51029.92863,45513.11587,44460.82233,67243.83747,62196.22134,77073.70786,50640.96086,55573.85142,63539.84499,65081.21356,84939.73968,57838.3313,61414.23763,54949.73368,56976.09061,49972.78377,81358.70809,72192.51412,41333.73479,34208.85657,38849.30682,43378.32013,40197.0169,45852.75588,48202.35903,47273.29775,43424.12511,40126.95471,108758.4299,59139.33264,95225.49159,86445.44735,99518.52848,96304.2696,91108.24345,70455.82183,78802.39176,82837.05903,90864.90852,53592.2113,52430.50422,63009.83966,52441.27161,54949.73368,49470.50532,49981.92302,48884.69512,51040.7787,45684.25931,48589.48854,41282.22198,75463.16655,58949.06342,47985.62431,59253.36995,63978.55236,77161.10455,55996.0535,35420.86328,79960.01778,62771.25568,71259.74944,62762.84694,77267.28086,45893.55623,60747.47119,79563.73967,55610.23121,56101.76463,60955.73459,67247.17,46770.59074,50271.43256,38739.6152,49067.52834
18,58798.92196,49873.9546,55250.23683,58969.01353,45971.22009,49092.17756,41443.38358,49915.26994,44422.96686,45347.35966,69047.01556,62932.07976,78415.92391,51296.16084,58717.88069,65357.89865,64726.24069,86756.6419,54215.74765,56764.21159,56442.39951,58620.80537,49972.78321,83142.16821,72556.12313,43486.57655,32384.39126,38766.18806,42467.18382,38251.24446,43978.35638,48462.67713,46321.25962,49056.53797,39250.4259,108008.7766,67872.74851,94519.32873,85700.36844,102244.4922,97568.3179,90305.88956,69943.30913,76206.5832,86107.49414,91435.10623,53592.21107,53871.42279,62795.90906,52119.72992,55982.72375,48391.11964,48250.26305,50691.75928,48958.28632,47780.27741,45587.69019,41858.81706,75518.29892,59982.05349,46905.78495,55608.63004,67230.10262,84147.83965,55996.05167,36739.32818,84304.57112,61446.02308,70752.34341,60944.79538,84339.37202,45432.56706,61838.29967,81795.93202,57427.1407,56158.0277,63374.05022,71181.80707,45352.50672,48185.45425,38177.18023,49430.91126
19,57824.70883,48834.73849,54832.35793,59344.98349,42897.22236,47986.31387,43988.6607,54168.40182,41227.10517,43058.0569,67957.47421,64362.85636,77432.77755,49549.47623,59765.88802,69442.94541,64376.36613,84341.346,52818.40226,60401.60511,56817.4569,58206.84248,49609.39947,84509.45195,71508.11352,43476.53577,32589.0348,39266.96367,41749.12352,37887.63581,42326.41415,49793.37759,48501.55481,45921.99162,39599.76692,101784.8916,65691.08314,99962.90555,86409.272,101895.1553,97951.99837,93633.98467,71595.94476,75185.29692,85431.35049,91987.9626,55738.37728,56946.9122,62452.76383,51005.06985,57376.50011,49464.20038,53615.67649,50364.71477,48947.29673,49150.8678,46326.81043,39633.56794,83131.85689,58835.63869,50442.67496,59783.05261,66869.69078,85981.91978,55984.60327,35272.77924,82503.68631,62691.25256,67104.33171,59139.33716,84241.51341,44352.03527,62775.97624,85326.07551,60315.08105,58283.72897,65283.9138,70493.28332,46877.57106,49719.5262,39418.26226,50224.32323
20,60008.57547,49646.38418,56592.56796,59723.72157,43024.93523,46306.27549,45214.69516,54168.40247,41014.64481,40140.47192,68129.61726,64385.00029,79249.69348,48907.15368,59402.27917,69797.92156,64717.60711,82541.60558,56750.3208,61297.46649,57113.19819,58104.16867,54602.00768,85557.45801,73161.8446,44578.23464,31484.232,38425.85579,41249.85038,37608.16844,44587.39697,48769.88393,47104.2076,49568.39827,39836.41391,99996.41663,82166.26109,105394.1756,86484.86159,100610.4983,97224.77246,95064.76578,75616.60734,78455.73885,81772.70656,96104.41779,55676.49632,57752.69072,62452.76731,50587.18561,60238.05269,52380.40891,54913.85042,49822.63098,50279.98468,50331.25459,52265.53877,40487.7513,77131.58485,57005.22665,51169.89257,65233.77689,68686.60291,95799.40539,58550.34315,35200.29102,82498.32186,62254.07399,60916.93019,57136.93196,88411.02068,52010.88662,61698.87771,84218.07525,62449.66178,60767.12164,68055.87885,70850.37038,46285.54491,50366.37123,39571.2106,48406.26905
21,61048.14222,45988.05452,53032.54673,60439.10917,45413.94379,43190.04195,45342.40928,61436.04155,42282.14015,39972.00052,66326.43565,64384.9987,78534.29889,48907.15723,57321.28311,69783.04543,65058.84438,80719.33244,61100.12179,60514.28147,55972.46919,56403.18993,56174.0247,85557.45412,74202.14715,44450.52039,32210.99554,38378.59091,42160.98927,39904.95838,46758.52679,51728.81738,49147.08105,49578.01746,43109.35214,102113.3762,70653.1735,108438.6527,88301.77212,102534.5682,99216.77145,98047.41326,78160.27748,83821.15414,83607.93018,97715.88323,53143.12698,57025.47147,63509.39414,49807.81811,59982.3361,55289.29228,58913.56362,49847.14855,52436.19143,49301.64399,56716.51218,40626.54779,78179.59545,57790.29271,51606.22448,68142.65912,65435.05128,87609.23374,58128.88815,33874.95564,82031.96142,64417.71713,60719.71762,55023.06554,89156.56243,49639.06102,61335.26872,83416.65956,65170.55357,60767.12516,67681.96643,70519.54199,45885.57546,53154.60332,40497.02734,48150.34087
22,59231.23015,48008.573,54165.8173,60702.05755,41936.07908,45008.10086,42930.01223,54710.79328,42853.09823,44082.33719,67415.9761,63999.47497,78790.68171,51003.92705,54178.00047,71599.949,65422.45668,80699.04386,63631.86919,61982.46108,54955.35153,57129.95504,55889.66349,85557.45442,73503.47198,44102.86523,31405.35837,37493.18691,42293.86652,44559.17533,47092.83211,51096.79145,48056.93181,51622.41641,44506.69776,107478.7943,67370.37512,108468.6919,88301.77297,105483.0633,101600.7296,100150.5876,77433.05448,87001.95502,84952.68264,97182.48526,52785.43616,57518.29172,63509.39377,49818.12223,60092.66952,52723.55051,55268.07627,50114.97376,51304.72844,46370.07631,55262.07066,41873.64302,73011.39194,60581.41741,54977.9347,65824.34791,62831.93011,91225.88032,59958.3894,36999.77863,80199.03,68981.63102,65074.00132,57104.06356,93233.99544,50928.66173,62527.30442,82338.58604,63009.84053,58905.497,62501.67094,68701.4863,44802.62762,52963.04182,40303.95361,48150.34538
23,57062.39032,52562.34231,53132.82993,61396.39873,44730.77336,45182.77425,44257.49541,48772.07194,41407.28579,43355.57101,67765.31271,64340.71775,79154.06276,51646.24973,55256.69908,73033.44401,66149.21719,84519.21763,59268.54011,57184.26396,54923.68324,60205.43965,53357.43992,84924.1384,72043.65084,42293.97148,33629.568,38890.53644,43020.62943,44893.48354,46648.75844,51030.14381,46159.32903,46168.25987,43997.64259,106928.9513,51999.55335,104323.0097,90138.14203,109654.1672,103055.1754,104085.227,74965.16591,87695.26534,87398.04134,97976.4597,52489.62039,58233.68204,63988.70908,48089.83923,56097.8405,52558.43733,59982.42624,50667.3574,50927.59625,46989.39222,54307.67218,42037.56841,82854.69692,59491.26973,52796.27602,62773.27586,63177.64224,81322.3697,60673.77571,37064.94629,79420.15364,71599.09572,68346.50682,55588.58252,92700.59726,45849.39883,64508.38886,80521.67345,65599.2245,54633.63223,53859.51955,66913.00913,45251.13884,51565.69485,40125.11047,47777.11938
