Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
11,89266.18914,61015.01787,67813.39674,78490.46552,59247.75157,69042.54209,50986.47705,65444.67519,58529.1926,53603.46557,90957.36901,80307.37503,103433.7353,69072.30021,71353.3366,82400.0075,88061.69259,97340.03792,72662.05531,78431.52068,76257.7706,73396.21743,74540.19474,98512.98031,91228.98068,52433.85095,43302.73226,46372.66551,51346.05382,51685.56493,54016.31731,52938.77859,51610.74943,56800.08932,50789.9474,94893.04837,91572.20983,114488.9975,94414.83926,112488.7726,104836.2802,132037.164,82049.84839,96619.0276,106117.0313,102294.6017,70881.58593,64340.71477,71856.38504,63546.02153,70610.15566,77791.74788,69168.68907,66887.90262,62095.07109,66146.79074,70270.89931,47469.94544,82612.98295,71619.41058,61092.42237,74876.94209,72998.71055,99827.00857,65022.4148,53194.71638,90863.76461,78835.95934,75275.92665,75946.79885,105786.6831,62564.37718,73122.00808,110527.5245,71565.35345,76632.53097,103607.9949,87215.49756,62761.70096,67776.39384,47475.85843,68123.32186
12,89282.67561,62063.02923,69580.92334,81760.89826,62165.75074,71965.16157,50986.47592,68120.67938,59911.51736,54565.08924,94330.78377,83486.21224,107632.9266,71979.35323,75473.53058,83593.83048,92078.57966,99322.48708,81395.47648,72611.11781,81714.79335,75900.08077,71267.69783,102705.0255,94881.79912,49161.3563,45710.51551,46990.67886,53162.96135,51768.31431,53234.58695,58659.17049,51600.2134,59633.81562,50073.48208,95305.45941,106197.2687,116413.065,97209.53456,119343.9991,108359.6907,135930.8688,86278.66717,101481.5612,108808.0633,105907.8141,67247.77286,65081.21109,74252.90434,66512.82601,75620.60017,79592.63358,70752.34336,70265.33724,61593.61332,69797.91427,77129.0441,50810.2373,86979.69047,77594.94426,63250.57216,74099.19411,78790.67847,106857.1359,70824.71213,56405.39457,90408.78184,81761.33207,78921.1486,75946.80076,115823.5464,63240.56266,76762.4437,115868.9895,74816.90579,82726.68686,102901.8367,92891.82906,66013.25331,68663.92755,48675.7726,68123.32424
13,85705.72924,73525.70718,75711.22649,84212.96641,63894.8193,73071.10165,56191.59861,68120.67647,63359.175,59921.07404,94499.63713,85227.53451,109060.3159,79234.39852,81226.70552,91572.2045,94903.3353,103368.7172,82045.31239,80125.42039,84576.35019,78761.63412,74574.75908,105157.5323,100604.487,50908.03983,46213.68053,48487.19273,53102.77211,53506.21259,53234.59023,60385.69061,51611.66103,59633.81799,51254.08699,104481.7484,115645.1882,117843.8441,103054.3597,123013.9238,112671.2457,132709.465,93346.52756,104938.1354,110650.1544,106834.2446,70824.72166,64332.30958,76069.81167,65059.29862,76018.70956,70865.97601,75679.86871,70265.33592,63904.49266,70489.94896,74841.4442,53569.817,90634.1102,85292.07685,68701.30253,76307.72439,81351.52248,105788.2797,76292.60876,54556.73365,92439.3397,88476.1171,79897.31042,77365.59515,117640.4529,65772.10106,77837.24504,123732.8245,76649.83716,83851.56032,95842.13078,92891.83043,68109.27432,67418.70027,50198.01325,71409.78423
14,85199.55341,79727.38016,79097.25286,86048.19477,75511.59208,74540.19486,60928.83942,73528.56921,63731.41834,62996.56136,97903.3697,86681.05748,111126.2987,76310.17452,81323.63411,99252.25148,97049.49958,105951.1648,83791.9998,81651.62391,85684.3557,80941.92628,76049.49294,108301.565,102764.6293,52361.56817,46449.57604,48863.28776,52089.87548,52397.36295,54616.91926,59670.29988,55258.29533,61253.4494,50555.41218,110769.8112,116393.6967,118015.9843,102278.5704,130167.8134,116741.1634,112723.4814,97996.54958,107404.6939,111569.8921,109741.298,70247.09034,67239.36346,77068.9824,65772.09907,82656.11186,77309.46476,70209.1727,74995.46948,66411.5498,73035.22354,72024.21621,55267.33732,95168.53082,88945.35451,71237.94446,86103.01098,82471.38306,111992.0973,75963.96009,57418.28766,99706.9765,92668.15748,82095.9177,87346.30369,117524.7697,68701.88359,79955.80034,130719.5655,74903.14984,82051.36506,99613.8294,100299.6375,69556.50753,68878.5213,52270.85087,73612.39219
15,90459.89446,83919.42012,77678.45896,86793.27313,75495.56935,74268.24477,65804.53349,77001.64756,65971.46265,59503.1901,99179.98067,88608.80139,115311.1908,78427.29614,81750.18713,101630.388,98483.33954,103770.8715,85005.28396,88805.51008,86670.82136,88241.00506,75806.08761,109007.3913,108923.1213,54247.41688,44278.4435,49216.59903,52089.87551,57851.52248,59455.80389,59861.87741,59502.94495,57267.01444,50555.41671,123832.745,111265.5941,124063.8849,102886.0814,132744.6833,118898.5618,111333.6404,99601.99054,107973.4277,107607.9345,111558.2051,73880.90745,70461.33816,78523.42706,68679.15843,82029.28744,82248.33133,80006.29103,74161.71004,72559.61857,75944.10932,70995.74282,55548.13108,98540.74604,91471.62497,70868.26347,94687.67887,84288.2879,107972.0071,77433.51492,55308.73772,107429.5989,93272.92675,88108.44884,89181.52358,112578.4543,75606.14372,79955.79769,136146.2567,77089.73677,82400.69757,96582.48961,99401.32448,71743.09446,71925.63033,54234.34579,75359.07386
16,93454.80966,80451.14169,76558.59682,88338.4073,87426.53399,75359.0771,70325.62183,88633.42636,69626.35085,60243.68834,100799.5993,90137.91124,116865.7305,78000.74463,80375.37319,100903.6278,100858.8247,105175.3685,90459.44522,87732.42505,89495.57915,91102.55912,75407.91447,109030.2797,106834.2521,56096.07776,45814.94842,48800.61629,53836.56121,54997.06948,63373.98507,60237.38765,60995.60329,63081.1221,50181.50918,127468.8534,103457.6645,127937.1748,103721.8445,132683.3912,120609.3434,120005.7691,97988.29201,108809.1908,111216.5682,114566.4174,73880.90791,74095.15816,79613.57456,71949.59486,82772.53673,87338.88244,80318.82001,77354.09498,72908.34677,75267.41743,81904.06874,59041.49871,94904.63828,89683.15663,68710.10836,99990.7353,86814.79078,109925.6598,75251.85377,58802.10872,109762.37,89779.56318,97642.43089,95583.22331,108944.641,85638.04083,82419.24265,136118.7861,79980.76661,84852.76948,101824.1403,105946.3143,72685.17208,74083.77886,53075.71731,73889.5225
17,90964.29845,75703.91017,76647.16515,89991.18534,76525.07761,78533.71837,71039.10809,91958.95483,71414.82462,63266.67622,102658.3042,93259.86982,116865.7238,79817.65516,81051.31502,102650.3149,99245.12668,109579.6592,91507.45287,94645.94608,92574.25288,88558.8874,74660.40756,109184.0798,109401.0434,55369.31521,46542.17322,49066.84825,56290.37305,58219.78731,61980.21512,63096.22308,62450.04535,63779.79893,51247.13975,130917.123,103848.3322,127315.1359,107121.8691,131289.3535,121682.4317,123013.9805,96163.0244,108445.8062,122124.8957,116490.1705,77746.14431,71565.44899,81414.45951,72327.62648,78560.2031,85592.20247,85326.54277,76647.16515,76164.81636,74126.06091,83650.75582,59041.50199,93473.85775,88819.21251,70912.06469,94558.77665,90118.67828,102268.3165,75994.64656,55880.3624,107348.2834,88183.8758,103607.6251,89144.72543,108696.709,85915.52489,84237.29642,133724.5003,81051.31066,89560.01691,102415.7641,105946.3142,74473.64599,74810.54041,51503.64851,74548.4721
18,88976.45808,84515.91648,81642.90545,91809.2413,76126.96267,82027.08949,67895.07955,97971.48306,71073.58804,72000.09913,103611.0156,94714.31144,119975.9412,79190.83612,81068.48293,105869.5613,99992.95573,112872.9873,87871.3461,96434.42159,93787.53777,88413.69555,74155.64494,111272.9489,110620.7814,55113.84752,47736.30375,49482.82964,56290.36971,54947.29357,58879.75562,62048.21904,58932.15864,66312.70791,52002.15824,125843.8408,114337.3813,128433.4438,109812.1935,133036.0429,125084.3828,123287.5803,96890.24417,107041.3055,130145.1677,118307.0815,78472.9035,72343.19575,82407.43539,71344.47762,78560.20379,85377.2967,79812.64399,80280.98067,72676.35728,74439.14651,82181.66555,59056.5222,96215.03587,86605.47192,70918.36291,99362.54694,90136.99668,108916.0343,77812.70162,58100.2491,112860.3529,89033.54784,104867.3127,88036.26746,117059.7549,84512.8088,85604.58685,133724.498,84703.444,93847.36158,99549.21905,108990.7971,74075.53105,74810.53781,49311.91757,75133.5073
19,87412.32288,79757.22448,86954.80685,93125.66282,73628.09098,78390.98032,65349.80738,94883.64282,68677.33353,73433.59417,103445.8406,96894.60699,120215.4199,81452.613,82443.29857,108098.8767,101946.6017,112895.8779,86034.9745,93613.2844,95051.58825,90740.5532,76245.36718,113338.9336,112360.3145,54040.76084,46635.85417,49820.37813,54961.56391,54947.29227,55245.93737,67815.4668,59257.55147,63433.4789,51370.13203,125818.6626,109063.5725,136427.8421,110403.8179,138337.3874,127051.7018,118563.6167,97617.46724,106883.2794,122308.7988,119483.7586,79545.98601,75943.55886,82407.43613,69904.91242,79207.31751,94858.22214,86799.37276,82448.85181,77672.09886,76904.30999,82643.69731,52701.81174,99318.67912,86697.07647,77437.09403,98403.81338,95587.72772,113143.764,79977.19449,55672.50776,117563.253,93790.96341,97576.78633,87337.59278,120693.5736,78841.49465,85651.36612,141024.1841,85448.52381,96322.7801,102534.5445,108603.8375,76904.30999,76643.47158,50470.54278,76587.03078
20,86683.58857,80107.10247,88701.48854,94576.51999,76193.90824,75529.4193,70373.98517,88880.05579,70879.94263,71616.68854,105087.6592,97406.47156,123708.7968,80014.65094,84641.67799,108098.8737,104155.3113,109060.3225,91275.02505,86699.76773,96336.23849,93284.2213,79863.15818,116826.0964,111996.7025,55130.90168,44817.79748,50470.60065,53938.5321,54583.67841,58529.87399,71435.55227,58750.45561,67276.18267,51745.41635,133768.776,115945.1202,139930.1513,109206.9727,135542.6889,126764.1792,126456.8661,102515.3366,106906.1707,113218.5262,123418.3954,83715.49328,78915.56296,82052.73936,73460.91193,79934.53636,99050.26245,91558.06457,81701.33735,80850.93645,79765.8672,83714.23633,52713.25457,96923.48617,87058.1379,76689.57957,102124.0719,97041.25909,137126.957,80724.69978,57521.16994,115774.7845,97768.93227,91611.59249,88155.95847,124434.8758,84739.3753,85178.06486,138178.4162,85076.65517,101433.0181,111600.6708,107768.0691,75864.00475,77023.11152,51758.24605,77302.41859
21,86301.6561,75185.29479,85538.68099,95862.10615,86088.97922,71337.37714,72264.69053,85776.41271,73871.85349,65415.01495,105087.6604,98133.69096,120072.6876,80363.988,88258.32412,107975.112,106472.5626,106515.048,101919.8299,85394.71983,97427.0719,91866.79308,83883.82575,116917.5146,112865.8345,56409.4058,44066.63577,51144.76365,54677.20185,55310.89777,61425.02269,73880.90634,61306.72061,70360.45936,56089.57989,138114.8397,95959.11911,142082.2766,110450.5168,134844.0099,128449.5715,136425.9904,104374.7165,115578.3027,111476.9042,125366.8217,82261.9691,78188.34054,82132.96833,71173.62382,79934.53584,102015.6535,93074.75703,83518.24302,83774.69892,79765.86721,87642.58217,54921.3025,101961.8047,89290.87989,79633.40592,93390.64594,97022.93949,134818.6219,79633.86305,55314.81281,110262.713,99950.59726,88563.42856,93170.63125,122764.8307,81418.12421,85633.04576,138239.7043,86531.09735,97145.671,112027.2217,107052.6786,74823.70112,77469.37244,54369.55867,79517.44052
22,87017.04204,75185.29026,81346.64163,97089.35614,86211.4318,73945.76965,68264.96652,81779.22077,72613.22439,62195.76878,107610.0452,98694.91059,121889.6019,76313.73688,88228.25869,111196.5198,105636.7982,109787.5415,109187.471,105371.7884,96915.20649,90029.04972,82890.95204,117735.6981,113913.8422,58879.75411,42621.81525,50807.20891,55700.23513,57801.96968,61770.7816,71749.77047,63111.04006,69255.07802,57459.12913,141776.1281,96322.49751,143172.4244,114061.4475,136014.0785,129132.0514,148449.6419,103626.8875,118393.9341,115704.6391,125978.6126,84494.05355,78432.87349,81706.41364,74430.09484,80378.25847,95697.5335,80670.74756,82521.31694,78793.84053,78091.03682,83526.1244,59529.33296,105380.7195,91490.6279,83093.32228,99227.41581,93967.4012,147221.9636,83650.75286,58585.24907,107161.68,103607.3018,92217.85378,90572.46776,122139.2195,84249.5937,87017.04204,130257.5419,84695.87474,98779.65978,105748.5742,106348.8045,72319.8394,81450.54794,54369.56365,76787.61342
23,88562.17058,82713.32586,82015.25804,97621.82239,94080.70744,72662.06634,63785.86452,74942.60885,69518.02609,63279.61522,107041.3083,100511.8162,123636.2791,74495.68375,87045.47958,111000.9879,106472.565,114148.1202,102251.8185,101753.9947,95097.15709,93299.492,81074.04452,116190.7558,115707.8571,59619.10904,45223.43811,51600.21613,57488.70358,59969.90391,59275.55694,67774.70926,61800.08372,63665.68877,57509.17811,145444.2907,86848.24917,147200.7559,119620.8002,149145.1729,130817.4465,153075.695,101985.0657,120914.7136,116771.8962,126661.0981,80324.54912,77263.81434,82349.94772,71357.91674,78923.81993,86808.6818,76310.16738,86139.10948,77449.08799,74156.39717,91889.17289,63151.7075,117075.9671,87286.86285,87093.04295,102371.4465,93576.69241,142498.0012,85397.44258,57154.46758,107730.4136,101790.3965,99490.06112,90209.08729,124930.6037,77278.63484,90762.8396,130223.72,90521.90221,89245.67209,90015.00415,107184.5713,73758.25628,82904.99304,52938.78416,74414.10665
