Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
11,42135.3636,36238.07157,37806.58408,42604.06062,39167.1847,38451.89867,32048.06379,30157.90218,31868.8709,35092.75258,48491.16702,43302.73226,53627.97506,40502.25467,42469.86805,47053.36737,46039.29138,55225.25877,42833.24752,43197.10922,41811.96173,41466.27801,37915.73877,53797.8691,48140.14983,37081.42672,32488.32263,34128.60797,35262.91112,37273.75964,35774.23935,35701.05403,37856.5704,38466.68006,35988.05385,60224.42286,52642.86317,77161.10956,64593.49344,71378.41011,68475.06732,69790.86491,50181.50173,59870.30602,59539.3774,68977.11276,39699.89697,42651.55562,49884.0022,39971.9943,39420.93247,43739.82973,39981.61215,39418.20994,36151.90177,37686.72064,38191.86325,29080.21346,48481.26518,41546.66448,37020.01961,45901.33899,46537.2129,57450.28432,41971.50362,33081.48117,48912.41468,47414.90213,47976.70326,45981.54357,49221.59319,40374.16696,40110.23993,50873.45208,39616.39555,38520.48248,46918.79292,44700.07944,37663.5155,40115.66757,32203.59025,38529.18669
12,43754.33421,35788.63025,37942.47179,43175.01836,43708.56173,40718.254,34365.53049,33422.15622,32119.25942,34365.53196,49592.29653,43539.38632,54718.12129,42887.2908,43654.7512,47565.65673,46993.54933,58354.26731,43546.95475,42116.42979,42668.92665,41727.35827,41044.73881,54931.13849,51785.41436,38898.33477,32043.19901,33982.98645,35255.35905,34129.70425,34656.3609,36592.14412,38020.8974,40101.90022,35760.41791,57760.97993,65013.67859,79534.61543,65641.50495,71522.43558,67776.39444,67168.31155,53078.25191,62765.91071,58063.70904,70795.17058,39714.92971,44535.11327,51712.3545,40846.0218,43615.88678,42479.35949,41090.14046,39426.22354,37265.09247,37337.38524,40509.50462,30402.28176,50905.49936,43364.71838,38681.5303,49258.73016,49696.27352,60244.97933,43780.39876,32750.88606,50645.57014,51257.60613,47987.00104,42629.41849,61104.40965,40374.1656,41720.05178,50589.08499,42988.59203,39602.61497,46970.62222,45654.33739,38390.27844,41214.97259,32837.65911,38948.38808
13,45279.39391,35161.97431,37735.40466,43434.58348,39566.85544,41801.19947,35683.99639,35963.30385,33437.72532,36716.44037,49242.96076,44238.0586,54929.90242,43770.77653,40435.50113,49310.65443,47710.46527,59131.53677,43556.10992,42462.60694,43577.20184,40480.2618,42281.01358,54650.34993,55023.06263,39746.88977,32043.19912,34891.74489,35509.88625,33153.70922,36836.64865,36949.84287,40329.37857,38126.35452,34712.40994,67007.80866,70603.07093,75898.50858,67445.82225,74089.78827,70280.25746,63618.20899,54569.21851,64196.68897,57509.06111,69234.03581,41576.442,42604.05975,52009.86052,41356.66649,45805.79345,38588.85993,43633.81657,38727.55177,38355.24044,36601.46111,41094.02981,31265.54182,48430.84759,45219.41919,43398.62397,47536.56366,51029.92645,63526.10914,43531.9135,32224.25142,52041.2302,50541.14574,50894.05603,42130.1476,62749.11503,40210.54218,42672.09169,54222.9043,46345.98707,42104.79172,49589.32836,45315.03869,39762.53212,40360.79269,33536.3345,38068.67021
14,46966.1043,35355.03481,37728.5403,44133.25497,38849.25257,43200.79698,36218.00057,41066.48116,33138.72135,34720.89838,52455.53998,44183.06601,54735.48236,43779.93627,41830.16256,51142.60054,47966.39609,60253.35221,43873.69273,42796.91393,43742.31605,41904.36713,41942.19235,57445.04314,55682.48524,39355.05413,31563.11674,35320.70337,34789.99215,34821.13817,37714.11432,38654.39539,37962.90173,38865.12988,35197.62111,82831.64063,67216.69623,77288.86662,63809.71568,77666.7354,72784.1215,57111.4327,58215.62766,63977.33,57277.07627,70850.37076,42303.20685,44285.08471,53114.21719,41158.25119,47689.35417,42138.57017,40588.95185,39974.6489,40173.29305,39310.09623,41664.98686,31686.89524,51328.28352,46885.41188,41967.84546,48130.0437,50107.37635,62085.40048,45654.68919,34619.27547,51756.8647,49813.92475,48839.35333,46839.23987,70016.75148,38493.4923,44275.8494,54222.9042,46718.53048,42792.64769,53234.5919,48527.6179,39770.54624,40716.39268,33265.87825,39323.78012
15,45975.81522,38149.73101,35940.06768,44784.9764,33931.46872,42638.99784,36755.0574,40560.86594,33854.10732,36530.93909,51098.47593,45264.05177,55837.99215,43053.1715,39838.94602,52835.11623,50589.08159,60405.47191,48850.79804,45639.30893,44338.87459,45174.80802,40360.79106,59207.13313,54955.26119,41016.00502,32283.01083,36410.85262,35317.6958,37672.67469,39412.336,37939.00241,38525.3365,38499.06226,34826.68346,87088.54066,66875.45224,74915.35668,63618.138,83117.46534,73482.79614,61652.81236,56841.11614,63613.94775,58752.74135,72652.39766,43252.04569,43586.41506,52818.40242,42101.13094,48458.64814,45579.33316,43841.00671,40802.54272,40173.29263,40050.89611,39696.68269,33075.76002,53554.07814,46876.25101,42331.45596,49876.72871,49758.04368,60004.39691,46140.90243,34415.86601,51770.39112,49882.46788,51434.67633,48293.68018,56216.7121,39725.87569,44285.00481,54222.90107,45526.62054,42983.15278,49518.85604,49628.06817,40298.89352,41195.12676,32916.54266,40301.9246
16,45531.73963,41710.8681,36147.13667,45588.455,41486.16396,40999.61917,38263.73713,42831.55379,34902.12189,37257.70212,51423.29671,45613.39043,57243.93808,43029.78484,45102.60156,54974.7059,50962.99893,59628.20166,49386.71542,46739.7544,45068.4935,49890.75746,41172.9088,61710.99463,54955.25907,41050.93689,30893.17217,35339.45111,36304.62611,37251.325,40304.06424,40085.16411,37807.27087,39475.0575,35974.79785,90397.84465,60602.40907,75384.89553,62775.44365,83503.6119,74295.1051,71380.40684,56052.39717,63613.94558,56572.45251,73031.03859,44109.00757,48351.84698,52818.40281,43116.68704,48210.16512,50531.36147,41558.34304,41890.36605,40338.2568,38761.69595,41428.3343,36902.63385,52029.01817,45845.51783,39432.4169,46383.35635,53284.41302,59502.94281,46016.38809,35298.55523,53236.28287,50288.14994,48636.40653,50581.42411,57433.55974,39155.19599,45002.60872,55616.67159,45875.95364,42269.44595,53095.79581,51015.37558,40323.98625,40459.89356,33183.98672,41028.68908
17,42056.55709,39166.89933,37855.02885,45947.83308,40355.27704,40509.04621,38802.5612,37596.34085,37076.00527,41199.01612,51423.29666,47348.42058,57758.40317,41760.1553,47523.44448,52363.39244,52077.65537,62171.87095,51805.02741,46024.3638,46876.24438,47767.98213,42360.84706,60423.98379,54295.83892,39981.00512,31408.63768,35800.17445,37623.09345,36524.10198,38951.08645,40646.96336,41334.29327,37856.56776,34435.21171,91691.51214,45092.92799,68946.39551,66775.1625,77594.94892,75419.98209,67427.36303,53938.53135,59627.73897,66521.00496,71414.70567,44908.44482,46171.55371,53532.10074,44524.07344,47887.58258,42700.02595,40510.33198,40493.02236,39767.57854,38761.69797,38148.73851,38227.96663,51744.65271,46208.89789,41578.58467,46045.80687,55697.92987,57309.8369,43741.44929,33621.74059,54247.40888,51464.52747,52494.13702,47720.08167,56590.86055,39054.19046,45902.70862,55616.67487,45866.79419,42842.06269,51630.82155,50248.15704,41042.73396,41715.00451,33183.98775,41362.99787
18,41293.45243,38571.1983,40358.89331,46122.49939,43942.82626,40707.46131,39131.51743,38828.72317,37810.74177,42454.1266,53143.22479,47461.56202,57438.92423,41532.66424,50562.67158,49743.36633,51659.77211,65163.78321,47875.92946,42181.65952,47693.85774,46939.73991,44169.74467,61137.92681,52562.68587,38038.08171,28688.88086,34973.30765,36457.23797,38247.40161,39164.07451,43508.51894,41706.14385,36459.22213,35169.76246,88905.07895,44720.68043,71677.59938,69281.74785,81228.75813,77053.02433,64435.45631,52472.64181,57872.78849,66862.24732,71016.59073,43610.26945,47904.70685,52816.7118,43962.27646,49288.50401,46944.67538,36489.73847,40912.22521,39937.90281,41754.81271,35588.05343,36051.55998,54209.43549,46696.79639,41569.43013,43745.21112,58215.4022,58444.80504,44100.8243,35253.67527,58583.477,48124.23933,49888.51348,48073.84928,61306.35127,39219.15432,47720.76583,55901.04156,45914.08649,43864.53328,52849.37113,51591.54695,40053.56955,39155.83612,33262.86762,41362.99792
19,40212.4641,36471.37039,39195.33794,46471.83494,41776.93657,40215.88537,37915.35744,38479.38583,36762.72917,41363.98482,52790.60147,48769.96671,56348.77788,41936.16203,50306.73794,49016.14878,52400.51737,65152.33481,48057.61583,44351.64994,47703.47814,45558.89145,41175.96549,62408.22647,51421.06122,38063.62197,30143.32509,35688.88291,34845.07432,38668.74793,37417.3922,43381.56341,42196.71659,35201.60862,36117.67123,84198.42935,40847.92274,73773.62437,72304.73582,80847.97584,76240.71541,66252.36281,55407.52473,54591.66239,67238.21729,72199.08247,44664.95772,49805.96517,53518.9575,45074.48935,52150.05814,44889.97295,44972.03137,41396.41416,39914.51551,42470.20112,36661.13841,32208.84912,59577.20618,45683.12903,45195.23624,52607.84408,56408.96367,59842.14841,44837.43558,35173.3037,61658.9664,48809.38633,50516.56209,44204.3872,58751.91163,39974.64442,48178.89181,58872.93295,49843.18301,45182.17174,48155.87207,52276.69395,40402.90625,40745.24951,34392.77144,42254.72758
20,42007.60801,38466.91195,41251.46044,47079.77423,37305.7543,39480.42406,40283.58818,43487.10862,37134.12122,39418.21225,52372.71723,48514.03344,56698.11353,43205.78865,48960.663,48050.51992,52103.01351,64425.57143,46230.17587,45782.42828,47703.47799,46894.74253,45146.37413,64196.69577,51003.17699,39517.14908,26725.38301,34880.71458,34845.07127,38042.29988,40224.8171,41928.03854,42608.18495,39936.32779,39474.16324,76357.59754,60849.94447,83789.07019,72760.00624,85738.68895,75529.97351,72698.49978,58248.60994,53500.82837,62412.36856,75246.18786,44965.27888,50178.27772,53223.14266,44601.6719,53520.64793,45998.82173,49064.90238,43128.06557,41576.02955,43168.87031,41758.78476,29763.48885,62652.6947,45427.19575,47770.63317,58613.21586,58176.9656,63331.93903,49185.21277,34818.70015,59880.62378,46533.01536,46301.13323,43948.45393,57777.70364,45064.44817,48500.82115,58588.56414,49852.33954,45908.9369,53606.60211,52686.21492,40022.97829,41670.42817,35483.60286,40523.0713
21,43190.04195,37250.75009,38227.44199,47697.75232,37938.9989,36836.65034,40136.3235,45678.22867,37679.53908,39980.01182,51272.10286,49122.11078,57005.23011,41624.38487,46864.64504,52111.46407,51279.06066,62149.05182,43605.80918,47970.72838,46895.48407,47090.96093,43701.08888,63731.42541,56243.22908,38272.91611,30043.71344,35344.19988,36010.93096,37367.00868,40727.22062,41934.71398,41673.89966,41881.42965,41392.30006,82637.40417,53209.83583,82767.77559,73475.38996,86990.22865,75928.08871,72698.49819,59998.87166,59268.54592,61569.67182,77114.76552,45299.58588,49077.14542,55727.00664,43346.55835,51090.11457,41390.78838,56368.2885,43699.02411,42080.98727,42858.46831,44262.65139,29944.35025,64122.55283,45675.67754,47767.7714,59799.15228,56140.55477,62616.55257,51246.67961,33357.38623,63229.97169,46533.01481,43757.4606,42276.90087,62501.67048,43817.35032,48137.20543,57872.79005,51996.32925,46607.61077,54559.87037,53149.43242,40120.41182,43741.7042,37094.59006,39999.06617
22,43190.04613,35789.43867,41115.47854,47976.4674,32478.65029,39154.29257,41062.14054,41942.95174,38329.7507,43613.82478,52067.12791,48163.04025,56302.98169,41815.2348,45303.66896,51457.95271,51279.05839,64342.16007,44695.95528,47607.34453,45931.61082,46727.57595,45509.98524,63148.68035,55596.38377,37866.29738,29872.14172,33825.15324,36018.03021,37373.87791,41945.55543,40993.75747,41901.39513,47613.76927,41042.96241,84384.08732,59991.48053,85638.05444,71295.09691,89430.22284,77796.66931,67989.87688,56779.62785,62890.915,63032.75158,77007.76501,44841.46244,49440.75546,55727.00635,41218.79388,51021.57032,44499.96356,46251.2794,44114.24576,41584.50033,42143.08071,42226.30709,31725.97404,64471.88752,49252.62562,43447.53331,56890.26744,55050.46824,66459.2588,49383.58238,34164.52472,62531.29829,50169.12414,45924.10536,45770.2678,63241.25051,46066.48861,49185.21796,56427.45961,49464.58045,46253.84785,53063.35679,53580.84514,38873.31516,43582.06752,36691.75506,39975.67867
23,42326.40894,37961.71721,40258.51361,48083.92287,40262.38286,38949.54465,39431.44356,36368.59073,36334.21182,43463.57507,52115.29013,48418.97388,58049.66408,40505.50269,43515.20123,54615.32227,52278.8105,65071.47513,43770.77664,48304.33529,44602.59764,48497.19734,42523.91498,63489.92313,53401.19507,35686.00561,34954.90479,34107.25132,35063.17554,35527.7762,40846.02049,42584.15647,39772.94187,43449.52811,39234.06866,85587.52395,51254.29607,80686.77679,70461.3393,92236.64358,78544.18367,67626.49588,54296.23567,67990.09787,67511.02296,79153.94,45289.97365,51356.18781,56022.82119,40119.25894,46431.72983,50495.22754,43706.00665,43779.94009,41675.68971,40560.92534,40408.25752,33391.07328,70338.7577,47464.15789,40872.13618,53428.56516,55634.20324,62980.91421,48681.33213,34164.52987,69168.69827,53814.39315,50154.56104,42400.39467,67010.15687,42922.45653,50233.87696,58105.59476,54235.65377,45663.95681,43070.35907,51148.52853,38534.49439,42128.53859,36854.21168,39918.86216
