Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
11,61774.90371,46754.78752,51461.96527,59904.01667,49884.0022,52624.57948,42651.55683,47746.15877,45068.95918,46771.24518,67262.42195,60334.65587,75146.99941,57442.15503,57481.96211,65687.04494,64278.29417,77664.3047,56622.60899,57828.94048,58356.86917,57852.31696,54507.26901,76029.8615,67126.17986,45407.29231,39533.41058,41797.60607,44093.71064,44105.08424,49169.29319,44468.46694,45054.17409,48711.63906,41920.41589,82331.85082,77595.40034,98273.32116,77138.57454,92642.86071,87799.28821,88684.61474,65306.51973,79137.66879,80290.95224,82044.83685,54956.20919,58354.27199,63382.0808,53078.93033,58271.895,58518.12168,50146.68685,53816.46306,48893.17564,55410.33578,52469.06398,40116.12334,68315.89887,55957.22415,49605.82702,58339.24817,63925.32879,75235.59554,53940.21404,45382.60996,69816.07578,61601.00211,63038.38199,61727.42893,80670.50137,50338.29752,54665.37017,79185.82195,53395.7566,55198.79051,70061.27137,64318.58038,49455.79209,53762.88753,40889.15291,52805.26217
12,63279.00509,47746.44887,52174.16555,62407.87667,52427.67238,55604.30976,45261.87758,50623.2161,45187.7843,46407.85986,69380.98985,62537.08597,76679.43319,59271.65411,59312.60307,66397.3511,67616.23346,79180.99823,61713.1576,57421.19787,61286.06237,57125.09304,55901.03946,79834.14508,73689.77771,45661.69672,40577.75441,42172.17235,44230.58449,44241.9581,49532.67813,46614.63091,45542.07156,47189.39731,41755.45222,85338.59318,88874.37073,98843.51678,80772.39286,95661.43636,88999.81422,95952.24936,69742.61965,82454.21085,82385.33069,84306.61055,53976.74616,60100.95785,64238.5123,54259.3201,65556.13933,56977.67789,53780.50661,54882.09178,49549.48153,57125.09304,55644.76012,42406.99508,77012.54276,58517.51595,51716.86766,59846.92437,67418.69844,78835.9593,56778.47746,47152.6791,69819.27204,67016.99738,64593.48874,56625.43385,91374.47064,52120.0944,56692.84364,81400.84444,56706.46685,57717.94943,67266.57516,68315.78118,50898.78625,56306.55726,41780.88336,53452.85509
13,64182.98995,50609.68916,53435.75632,64080.76,50138.42812,57819.01883,48179.91925,55337.56293,48119.35357,50254.14061,71262.15472,64353.99518,78600.78721,60373.93103,60698.49035,71637.40582,68672.86144,81354.40404,63563.50863,60345.87287,63534.20305,59254.8068,56639.70493,81686.10725,80676.51558,47736.304,41625.76096,42535.55577,43600.09532,43302.72935,49441.21779,47341.39393,46946.08924,44968.66736,42454.12428,94786.52015,94325.09784,96543.9692,84265.75817,99068.97737,91974.0552,94498.72408,74037.67247,84651.90703,84547.3074,86729.43394,55723.43599,59387.26257,65094.94587,54355.27562,65913.8318,54925.22495,61751.55008,54893.53941,51367.53431,58412.10777,57758.62771,44233.06332,74323.12571,63968.24631,57014.76205,60354.01884,68663.92464,81000.68788,59255.95649,46435.76013,74166.57298,68964.26528,66340.17212,56596.14051,94120.41791,52837.01033,58510.89584,87834.71443,60340.28452,61365.50142,68314.58494,67603.43749,52284.61496,55972.24173,42635.81866,54155.10699
14,65987.9169,52416.29445,54511.56507,64937.19333,55784.16114,59326.70113,50234.62789,59332.38903,49210.18607,51044.83336,73821.6241,64726.23852,79299.45901,59880.82648,62191.22362,76000.73609,69763.00643,82859.72364,65104.88064,61423.42737,63649.1391,61072.86322,55937.45622,84576.67364,80696.80224,48093.99721,42052.4849,43026.12615,43609.25505,45770.82387,50156.99244,49158.30468,46115.82768,48377.12481,43502.13627,102152.6316,90336.58268,97298.2401,84964.42997,101452.4605,95321.61393,92680.67304,77671.49022,85048.7388,88579.23815,88943.1725,55365.74419,59503.19364,65449.92448,53628.05369,70625.20509,57302.03658,58844.49692,56711.59558,53467.12871,57371.32514,57059.95822,45914.08829,72505.0739,67238.6812,55268.07962,66528.44725,68321.26046,84181.49127,59531.49124,48797.74402,76687.51561,72399.66413,65242.81475,62185.52466,97613.78261,52019.64429,60260.16628,92122.05905,62436.30737,61788.64175,76315.2777,73780.92659,53750.50877,56699.00747,42953.40147,56946.2263
15,69370.95415,55676.43128,54230.7734,65483.74667,56101.83241,60314.95601,51700.52001,61828.04675,51282.63833,50776.19444,74239.69797,65081.21481,82792.82657,59871.87202,58543.67472,78509.68384,71551.48174,83131.50454,68013.76792,66262.67128,64894.36374,67254.25,53646.10374,83589.61396,82508.84616,48178.89309,41718.18121,43387.48,44307.92995,49264.19666,51257.66936,50146.68799,48182.36561,47734.8028,45064.44605,109400.8029,90511.3517,100705.7795,86286.18988,103354.6622,98413.4195,90863.76518,79102.26324,85048.73946,88966.99466,91852.05951,58441.23049,58165.60106,66883.42177,53628.05056,69064.6848,65638.67919,61779.37665,57074.97758,56335.62383,58432.86393,57059.95645,46885.41238,74957.14764,66511.4631,57073.54234,69562.14524,69718.60289,82434.80709,62426.63864,48349.23876,80670.74894,69904.91456,67749.40063,67287.51765,87985.07731,54779.22768,61657.51414,93126.28706,64566.02074,63112.186,77207.86018,74886.63409,55254.61084,55256.92376,44001.41208,58802.49255
16,67624.27568,58895.67829,55263.7638,66531.75667,66658.4656,58464.6042,55686.73339,63658.68857,53801.79338,51564.90702,74938.3711,65081.21382,85208.12238,62403.41177,58556.26678,77762.17306,75912.06194,87846.78689,69799.52112,69861.75799,66139.58943,67995.20958,55698.5616,84599.20363,84359.20631,49367.74945,40471.08677,43396.63979,45295.9839,49485.81984,52779.90509,51757.62096,49555.19932,51762.59449,45635.40687,113862.5433,88239.45968,105066.3629,87670.18805,103376.639,99867.863,95802.63255,79817.65142,86059.93815,88120.18738,94862.79247,60637.90941,61658.97206,67596.44907,55278.7826,69780.07366,68533.83039,55625.23974,58893.03203,56335.62303,57734.1934,57059.95873,49724.93657,74053.16252,64708.28458,55971.26352,72199.08168,70994.91112,84615.09477,63168.4099,48339.39239,82418.80287,68814.08008,69040.81588,70589.30928,86193.2349,59888.71327,63120.5896,92642.86433,64940.16936,63098.45069,87932.0934,78869.41376,55738.4522,55256.92295,43652.0783,58620.80176
17,62912.29148,57089.07096,55994.09734,67422.00667,62103.56452,59052.94245,55177.67364,64013.66263,53893.24986,52858.5012,75001.48365,66326.4412,84803.65101,61427.51916,58198.57192,77040.9628,76240.71518,91117.22649,71616.43095,68784.20531,69048.4793,66090.76787,58977.99639,84253.91327,83197.55985,49367.74925,41235.12058,43633.28948,47103.73478,47971.98301,49991.67485,53179.48263,52228.72631,54251.90668,44741.22958,115059.389,77703.00524,102325.1811,91163.55636,103376.6412,99867.86284,101598.4233,77273.98183,86331.715,92585.97853,95106.13087,61583.9414,60568.82705,69414.50209,58058.45632,68159.39565,62816.72838,57157.78107,59607.20829,57425.76797,58762.38553,57426.91361,48280.56538,81305.91744,66177.15017,59616.75122,72312.71911,73483.74211,83217.75263,62469.74006,46277.9228,80601.89533,67610.64361,74871.12866,66890.63181,85640.37572,59946.5555,66021.34824,90139.00498,63892.1631,64915.35698,86727.59312,77816.04391,56034.26691,55983.6864,43879.5689,57659.18263
18,59768.26294,58179.21737,61359.51669,68663.92333,65247.59277,58428.07179,55462.04033,63631.87148,53906.77588,54255.84623,77546.75471,68129.61928,87064.94294,59618.42141,61846.1242,78829.43044,76638.82788,93408.57992,66746.00505,68671.89876,69591.72906,65706.20845,60570.67639,86799.18866,83924.77872,50415.75497,39780.95559,43761.00777,46750.04029,46885.40979,49361.82929,53906.24549,50401.05151,54627.9981,45005.66935,113584.671,74671.66562,103209.9805,90459.89641,107655.8246,100146.9726,103438.2244,75485.51179,85208.12103,96132.85926,95812.74694,62282.61133,61906.42239,70487.59248,59081.49328,70304.94903,67438.30798,55616.67232,61787.49995,57425.77,59920.73218,53802.71448,46460.79148,80590.52819,67640.22947,58889.98928,76075.21894,73833.08264,85663.11103,62106.3567,46268.3055,83053.96731,66883.4238,75001.48025,65422.45533,93634.77678,59333.14175,66528.44722,91927.47297,63528.77974,66312.70514,82690.97856,79290.78051,54530.16153,55983.6919,43393.35652,56881.84121
19,58794.04981,58035.45544,60315.07709,69591.72667,62718.34295,58791.68044,52191.60063,63631.87409,52435.62885,57100.94724,76149.41025,70673.29747,85703.01927,59474.40139,63664.17656,80266.9298,78109.75772,89741.31139,66391.02854,65436.18986,70519.53603,66054.78979,59871.99757,88357.40765,81381.10756,49497.20531,39931.58094,43888.71998,46392.4739,48437.22867,46748.76066,54917.99865,51127.81445,54652.51489,44996.50843,109171.9576,69327.19444,105026.8895,90822.5833,107655.8253,101307.6744,107606.7929,76200.90224,84509.44949,96470.47046,96196.96318,65176.84899,63303.76577,72062.16405,59139.3354,72581.47164,67452.04575,65809.22058,63591.81383,58203.03833,58974.69354,55607.02835,43050.31303,87876.48255,67285.25295,66900.86956,79238.65935,77120.688,88226.70253,62464.04952,46739.13999,82696.27639,71246.75034,74274.26096,63867.34801,96316.77941,54888.4586,66528.44729,94227.80933,66788.44696,67053.66157,81237.45102,80034.94223,56335.62491,58414.02762,44695.95958,58209.9391
20,61359.86707,58842.30857,62379.43954,70850.36333,60245.78754,58528.7333,58141.08172,60415.346,54889.44207,56726.11949,76813.52108,71949.60085,87957.85198,59512.62171,65094.95333,78755.94297,78887.50597,88547.48349,67452.12995,70118.51961,72386.42713,67604.25451,64214.86447,90393.87756,83527.26989,50518.46278,36297.76602,44242.94231,45564.2334,49629.14017,49533.41823,54219.32496,51561.69897,57197.79339,48339.61744,107975.1124,85802.37239,110750.0034,90652.79323,107655.8209,101053.6364,105426.5036,80579.11351,85587.51851,94053.5563,100489.299,67807.75748,64779.43569,71677.60883,58528.50496,73854.11083,76662.51664,64759.67332,62552.24648,59205.33942,60805.33867,61784.51563,43767.9191,86682.65464,65489.33936,65112.40191,80636.0053,78978.01969,98706.80514,64717.82871,47078.44034,82690.91194,72450.18902,73177.41291,62095.33024,100313.9795,59940.31357,65081.21424,93754.12963,67836.45688,69233.95123,83916.08182,79588.67768,57368.61228,58050.64246,44468.46804,56380.43793
21,63977.33768,60836.43639,57309.83791,71962.14667,57919.12221,56069.75888,58929.80009,67243.83839,56318.45638,56698.31627,75706.66633,72783.36076,86121.47976,62292.29439,66185.78643,82452.93118,80000.37802,86984.86496,70596.1633,64300.74985,71843.17909,68109.01923,67153.58194,90981.82469,85529.38552,49749.16759,38450.60428,44587.918,47315.27402,50017.03679,53000.028,56438.82329,52651.8472,58986.26702,49821.86139,109023.123,75066.55215,110749.9965,93668.51258,108267.3571,103114.6721,102252.4344,81340.61134,90365.53562,94053.55366,102123.6062,65711.73754,66348.89418,72392.99255,57505.47128,72450.20103,65570.13347,67726.48325,63309.65448,60681.0067,61494.34153,67974.5307,44143.54792,95113.51774,68131.90624,68560.05766,79603.34139,79563.05362,95513.93664,64382.28211,46360.84081,83406.29768,74956.76705,72358.53703,61754.09053,99049.93118,63517.26018,65808.43478,93868.48514,71833.66079,69070.92259,90902.82095,81335.3587,57380.0633,58765.95642,45564.44048,58444.79704
22,63977.33567,58045.31394,60602.41804,72325.75667,54684.84467,58271.88974,58645.43888,66888.8625,55984.14096,52422.43812,77453.35038,72402.30735,87483.40232,61709.54934,65458.56581,86833.20455,79619.59872,89944.82928,76388.1364,67934.56567,70566.03084,69182.1021,68694.95568,91569.77353,86572.03441,48741.79345,36838.4402,44295.0892,48012.263,51010.49346,53363.63508,58280.94761,52367.48598,60034.27208,49821.86511,112244.5308,77995.72732,113682.2319,96167.38041,110062.2877,104998.4495,102229.5449,80325.00849,93858.90116,94582.43931,101376.0062,66075.12166,67241.47672,71908.57,60037.00938,72677.53923,65556.39727,57964.95974,63309.65676,61846.96923,60347.9302,69422.11922,46158.87529,89659.35586,69920.38015,63340.30241,76309.54682,75912.06654,97860.77118,64723.52504,46360.84009,81032.79135,77392.35652,74524.17105,65247.45974,101379.0198,72316.63896,67966.58776,95399.13046,68199.84554,70146.8778,85394.61124,80250.54189,55574.59804,58153.67355,44611.17434,57014.02478
23,63691.18365,63582.87234,61103.87048,72813.80333,61506.99408,56442.38805,55357.38361,64385.00388,54543.22354,53512.57901,78464.0704,73508.25533,88090.12395,61658.96707,64722.7123,89065.40161,81801.26236,92801.40113,73168.88187,61786.11582,68699.14393,73920.69864,65772.10553,91212.08124,88457.79969,46289.75786,40352.06887,45031.69942,48942.26553,51282.64181,52664.9566,58175.50621,49957.0655,53841.89267,46888.0677,110817.1431,64115.87194,113324.537,96874.45752,111466.7896,106786.9228,108795.1388,77779.73042,96357.77579,95824.37959,101613.3279,63928.95425,66740.01792,72656.73529,57856.71814,69275.82539,65051.63276,61115.78174,65455.82022,61616.32334,58204.48004,65672.36906,47874.60643,94899.41268,69157.28386,62574.86099,72466.84268,75929.23566,94367.40229,67360.46126,45185.11303,80969.30267,77392.35619,74144.76535,66526.11397,101015.6353,64097.84273,69771.51517,95302.61006,70859.45449,66162.2689,81758.5121,78462.07448,54603.48892,57790.29188,44847.82633,56014.26834
