Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
11,93193.66545,62136.86444,74572.59113,84859.50428,76645.76459,78692.7817,59912.28254,70496.06347,67301.79919,60744.47127,96935.19529,85599.61846,110246.83,77228.20307,73333.65702,89262.39695,94497.58137,101311.4981,79253.39662,86066.05222,83236.06102,76195.36056,83660.984,101052.4368,99067.28945,56353.55951,46191.61254,49116.9905,53814.3808,53206.08347,57752.6913,54920.59863,55129.08202,62162.88855,53042.85018,95656.66828,96602.22228,120038.6775,96935.19608,116190.9245,107092.7483,129651.5245,85274.99118,98566.48917,109358.1858,103379.0641,73140.43514,72150.24475,76342.22339,70147.10945,79234.39737,105062.5501,76303.87538,74515.05809,67596.90872,73505.83504,79825.50424,48819.43736,87277.44252,77415.8876,64531.6407,82624.05263,76745.47568,102094.4063,68868.74127,61432.34448,94416.33635,84931.00849,78489.12477,82097.88741,109059.1798,68792.94152,75983.56418,118280.4625,73360.73587,81046.13592,108520.6016,94538.79028,69813.2578,72434.17036,51810.60561,76813.52296
12,94813.84033,65630.23409,78149.53668,88436.44669,82490.58578,81601.11365,62515.39768,77003.83166,67803.25673,61578.23055,100716.4899,89321.7499,115486.8801,81697.73468,79154.05865,89262.39964,99294.39327,102537.9316,87122.67355,79157.44726,88306.32319,77942.04672,80790.70382,105221.0078,102339.7868,55309.12572,49406.26707,49832.37851,55268.82697,53296.46973,57037.30113,60346.81304,55855.84983,65101.61052,53745.10003,95656.67171,108763.8332,123046.8896,99604.60021,121667.9768,109946.0355,133908.8383,87960.89852,102895.6269,113721.516,107015.171,71338.41228,72548.35817,78160.27625,73382.81543,83613.2963,87869.07205,79210.93105,79251.11179,67596.90914,77584.2393,88078.86665,53483.64623,96107.79021,84320.13448,69699.84307,84459.30318,80624.98809,107015.1673,74630.07264,65066.15706,93943.03599,86766.23209,82681.16639,82097.88575,122112.8029,72012.19059,79617.38295,125026.6834,77203.44047,88382.21122,107218.5516,98685.93263,74196.87828,73525.00366,52276.38916,76086.2985
13,91177.7323,76718.75823,83389.58828,91212.08228,83394.57065,82022.29939,69081.05711,77678.80377,71422.19187,66068.22553,101256.7892,91691.5171,115806.1774,84876.56714,84543.24467,101691.9181,101593.9402,106472.5718,87122.67404,84442.75968,92194.18496,81150.94443,82366.58876,107788.0294,112520.8899,55727.01074,51756.81073,51156.62969,54905.22105,55084.94397,57343.0679,62552.24983,53969.43386,63955.19963,55267.34068,104746.9351,122207.7424,122689.196,104970.0168,124443.1244,114148.5815,134500.4595,94847.75323,106472.5718,115291.6467,107583.9016,77177.13578,73596.36795,79994.35595,71551.47961,83169.57561,72468.21081,88153.29706,80654.47313,70869.40771,77870.08061,95351.07791,57989.90908,102546.2926,92319.57205,75115.83886,86050.46429,83532.04324,106714.8629,81267.46975,61994.24072,95136.85636,93290.93458,84025.91666,82447.22388,123929.7095,78139.10421,81371.1243,134438.6685,78929.83375,91875.58285,103607.6203,101231.2034,76035.21979,73525.00266,53780.87972,78459.80288
14,88078.85783,90311.14477,82674.19959,94073.63806,90344.9304,81395.47596,73406.9105,88992.66851,73753.91429,70410.60879,104833.7337,93254.13503,118740.6966,83389.58553,85616.32987,109058.0295,102006.3516,107899.9614,93300.1631,84916.06321,94224.74421,85936.85713,81224.67455,110828.4025,114878.0954,57014.0236,52728.13134,51616.08666,54973.01849,57931.94902,57844.5232,62865.05527,57977.78568,65124.25231,53520.65558,114218.0812,122911.6151,121583.2066,104134.2506,131263.4601,119983.6191,118699.3685,98948.62992,109965.9456,115054.3273,110257.1645,78923.81927,75328.39937,82158.61946,70568.33141,87356.25457,99295.29355,81997.94607,85033.82801,74519.24852,80838.94548,92247.43728,60085.93124,103805.9786,96086.6883,80227.33817,99214.64494,85775.49953,112865.838,81567.68151,63981.28783,99475.01078,95794.7949,87304.1388,91389.58692,120541.5296,78847.55155,83786.41849,143557.5766,79690.05103,92706.02108,106111.4848,107353.9929,77853.27153,73541.02571,56266.12071,79914.24928
15,91809.96914,93057.00226,81675.65967,95673.27,82238.33079,82779.47241,75555.79661,90739.00246,80239.19547,64864.78937,106060.164,95072.18837,124667.7611,87449.94814,87636.76292,112307.8584,104458.8617,106111.483,98876.62134,97050.81092,95658.58418,95464.24855,81204.38532,111147.6953,118854.6852,58843.5227,48536.09058,51902.24261,54961.11181,65216.19231,61751.33549,64425.57582,64170.1571,63683.5437,52520.89676,127281.015,118976.9754,125842.6338,105246.1425,134899.5665,122241.7163,120489.9555,101040.741,114168.4943,110462.9852,112075.221,82559.924,76091.93371,83503.37472,70966.44498,89154.84519,105580.4479,86379.1341,86378.58327,79267.13414,85846.66388,93792.56569,64627.30645,103742.9014,99797.63319,78489.39361,106201.3776,89581.395,111438.4452,84071.54312,61840.20283,107197.6331,96399.56417,92780.83341,93933.26125,114760.1169,84686.26847,83342.81056,146464.6344,82157.94209,93458.21062,106651.7841,108661.0064,79553.17946,78976.86755,57526.85514,81738.32395
16,95082.46827,92495.77979,81675.66241,97984.97833,95687.80123,82802.00902,81708.50111,118774.5075,83873.01292,67554.20519,107877.0737,96356.84368,130606.4841,86814.78896,88061.68518,114124.7675,107632.9284,108521.1605,107197.6244,97562.67003,98757.45731,101752.3062,86319.41897,112137.1179,112743.8228,61180.99753,49973.7792,51733.96739,58242.23944,63712.08394,65445.2872,65185.85556,66558.02991,66976.1166,51725.87823,131644.3434,108125.763,130844.9139,105837.7647,135263.1802,125193.0573,129542.6771,102857.6507,114396.5066,117705.443,115709.0416,84741.58581,79201.40423,84848.13011,75327.02663,90943.31878,110374.2396,82133.57983,87520.49436,79562.46996,85488.97049,94303.60448,66373.99093,101160.4556,97960.12117,76700.91927,106544.8466,92703.35473,115009.1892,80838.94995,65839.92157,115656.5734,93471.90547,99934.72421,100291.549,112943.2129,94297.9098,85240.97263,153618.5259,87418.28194,96697.54059,113923.9975,112737.1625,81253.08425,78976.86599,56385.97494,81022.93723
17,93989.30277,79618.77896,84558.92215,99773.45197,88436.19582,88794.24733,85285.44351,120201.8977,85034.66247,72949.68645,109535.9527,100383.6152,128788.4368,87956.70565,89250.37724,116282.1713,108468.6947,112937.2617,107197.6253,104457.8694,104122.8713,100165.4795,87443.01748,112913.161,117104.4073,59434.31275,51088.43564,52738.50811,61819.18177,64084.32884,64943.82961,68107.32879,68003.83796,67577.86354,53123.22788,132326.8256,105994.5021,130162.4302,109892.7808,133445.1293,125193.0568,128991.606,101255.6443,112307.6315,129509.3564,119940.0299,86158.34233,77453.34492,85956.36623,75912.06419,88591.86745,93749.20286,89033.55211,87400.2104,84513.74701,84127.04655,100148.4253,66797.12564,100412.6307,98658.79384,75238.21662,103591.6447,96337.17819,107246.6571,80191.8378,65839.91795,111454.0185,90931.2452,103428.0944,94926.12683,113862.5484,94892.90444,87532.32817,149982.3918,90188.23058,100694.7422,115970.0609,114225.9334,82327.2062,81504.51961,54881.86974,81750.15934
18,95265.91326,90846.39299,89080.8925,101750.7662,90697.97405,90204.94933,83136.56078,123345.9272,83056.33364,81290.20208,111145.5444,102179.9174,134153.8484,85714.87701,87853.02996,124276.5691,108257.6536,116384.616,103051.9445,102119.5474,107779.5798,99371.50599,90593.98749,116229.9722,120576.5804,59070.70049,52136.44169,53099.94457,62136.85255,62165.50352,64580.44898,66360.64516,62538.22588,67214.25371,53770.82093,127253.5435,119229.1934,134415.7556,112438.0527,136900.9475,128769.9982,127306.2097,102325.1826,108105.0836,139153.6999,121934.6321,85414.4086,79549.364,86671.75025,76229.3388,87048.7116,95544.36573,85303.5397,89036.18509,85586.26336,86078.46041,94441.3149,64154.55816,100825.0428,95076.16808,79842.70142,111277.0596,96016.28497,109870.8983,82266.46299,69449.64482,113542.8876,93430.1189,106472.5773,92382.45327,122213.2818,100500.4097,88976.45105,149271.471,93824.3387,104629.38,119627.9204,116407.5987,83042.59533,82594.66858,53870.73948,83100.728
19,93793.15161,84342.29363,93326.44411,103253.319,92720.73906,91549.69925,77322.45009,101903.0908,81239.42157,86417.96372,111145.5455,104388.6273,134458.0942,91969.4876,91507.45244,120279.3701,113031.4505,115235.1933,102710.088,99819.21406,108116.1352,100071.6737,87472.02549,118214.0327,124478.3081,58834.50036,48798.36148,53620.50149,59571.04283,61881.13765,63489.61623,72157.95214,62529.59273,69002.72532,52491.2104,127253.5472,113002.6777,143472.8307,115901.3835,143194.2803,129452.4801,125525.7008,100325.6681,108445.8082,130820.4091,123777.8651,83941.19416,82348.55922,87126.73234,75831.22799,88976.457,104724.0432,96262.93656,94881.00551,90745.08771,92438.37592,99384.43566,59628.2042,99830.544,95459.23796,87354.28476,116499.6868,101381.6972,116775.1475,85848.39571,72713.88082,112112.106,96721.3911,103890.1298,92178.92932,125847.0969,94177.52189,89224.45547,150124.5732,94934.21953,104827.8172,115819.0357,121773.015,85884.06684,86756.6477,57870.45705,84969.42574
20,97985.19004,85773.07194,96523.98626,104542.5828,90887.80495,87700.97753,79110.9222,96448.9296,84012.40917,92678.97203,113689.2143,104388.6229,139143.1361,91496.18635,93858.90307,124684.2303,115177.6164,112273.5391,102732.9793,95624.80315,109189.2186,102007.8399,91105.84586,121280.6962,121571.2505,61437.61882,45304.99557,53621.24552,57067.18029,65458.082,65785.8433,76504.11613,62329.01076,75246.4691,52886.25349,134521.1778,119884.2254,147062.3702,114704.3915,141739.838,129452.482,132793.3401,104834.729,111716.2468,123590.0919,125622.245,89049.14019,83738.92201,87017.04241,79863.15853,88503.15574,107610.0396,97698.60389,96072.66079,93045.42631,101865.108,94611.44251,59205.07146,99265.16917,94647.86963,88402.29359,116157.5013,105378.8932,140758.3404,86853.20151,76333.96629,110323.631,101408.2225,101095.4359,94479.26792,135557.2464,103782.3982,87661.83643,146458.7107,92527.65037,112226.9728,128080.7519,119615.6117,87304.14242,87771.20096,59374.56304,84951.10913
21,93801.5233,81817.67032,90585.25819,105973.355,90142.72009,87005.66808,87698.3055,96315.63264,87732.42748,92678.96576,114101.8858,105636.7967,133090.7143,92544.1912,101253.5662,122565.29,120865.7094,109024.6233,113463.8072,85801.50943,108111.1684,105181.9145,90500.14844,121280.6981,125758.0229,61788.64091,47416.04214,54319.17434,59512.53719,64739.96993,66889.71755,78835.83497,64906.20089,78140.93293,56530.99607,141675.0675,97049.2606,146442.8607,116962.4934,138255.4096,131879.1977,141177.4235,107378.4046,121016.2969,118173.4785,128371.844,91611.12778,84513.1813,87732.43442,80309.41945,90065.77725,106883.2731,97410.81413,99357.45926,94378.91162,99301.29207,99246.72304,61741.70976,109754.2143,97976.4548,92524.46292,105373.2144,109193.1559,141278.1348,84126.67453,74152.29624,108227.6128,104149.4037,96213.44027,101746.9063,132852.3761,96986.20789,89224.45795,153379.635,94109.06373,108824.7965,120062.3113,121158.3346,86635.52667,84509.44775,61052.70184,88170.35619
22,96565.78863,81797.38174,90585.25675,106809.1243,91935.59509,87478.96732,82466.93626,101790.3919,85915.52485,85774.71481,117825.4843,105757.1738,133834.4806,91034.1497,100889.9592,135647.0351,119728.0236,114682.8174,122951.4998,104848.5396,109683.4594,104069.3397,91118.2437,121190.9249,125031.2548,63619.28512,48506.18823,54137.48608,62433.32606,66767.44692,64695.69455,79119.32883,65987.92237,76707.44047,58889.98776,144583.9541,104680.2792,144658.0031,118927.0009,138475.0178,132289.8207,141904.6435,106491.9249,124675.2934,120692.655,128477.0305,91507.44909,86804.53527,87277.45122,87463.3042,88793.13647,117712.7121,79250.74459,97875.96829,89935.46921,102111.748,99221.54841,69013.9179,116443.5659,101639.6111,93203.05227,105901.3639,109814.3645,148619.314,86572.03185,71615.28287,105366.0581,108261.0501,98660.28917,99929.99368,132488.993,100036.3355,90411.89797,150738.0615,92809.70407,110414.834,115171.5923,115328.3793,82720.96782,88382.21686,57836.17025,84718.23314
23,92393.83495,91629.90082,89280.21264,107869.9194,103249.4579,87750.7519,80009.85632,96995.17701,83769.356,75321.66347,116280.542,107161.6758,136241.36,93306.0428,98883.57129,136390.8026,121986.1484,119790.6365,116982.7348,103451.1943,107059.2264,106651.7867,89854.19235,119941.1744,128461.2946,63112.18678,53065.18467,55216.41559,66182.41585,64621.28328,63242.16853,73668.60026,65097.67468,65669.90572,60590.96272,150070.1733,98476.46458,149050.6334,124741.1152,152190.0643,133699.064,146530.6966,105559.8104,126881.9085,121394.6945,128812.9479,87428.10597,86157.41956,87732.43294,83894.34499,89266.44044,121371.7058,74890.16442,99692.88181,89956.06921,94046.94488,105399.0392,74903.80451,127910.3961,98348.57197,99237.07965,112128.82,108019.4306,156852.2253,89791.28296,69071.61364,109564.2123,107113.2583,104079.2181,99929.99469,137086.6186,91309.68487,95406.27472,150738.0579,96647.04723,100686.9102,101432.5461,115305.4897,84462.66236,88457.8039,58148.97025,81100.43944
